PROVINCIA,CAUSA,MES,CLASE,ZONA,CANTON,NUM_FALLECIDO,NUM_LESIONADO,TOTAL_VICTIMAS
TUNGURAHUA,EXCESO VELOCIDAD,Enero,PÉRDIDA DE PISTA,URBANA,AMBATO,0,2,2
TUNGURAHUA,EMBRIAGUEZ O DROGA,Enero,ATROPELLOS,URBANA,AMBATO,0,1,1
TUNGURAHUA,EMBRIAGUEZ O DROGA,Enero,CHOQUES,URBANA,AMBATO,0,1,1
TUNGURAHUA,OTRAS CAUSAS,Enero,PÉRDIDA DE PISTA,URBANA,AMBATO,0,1,1
TUNGURAHUA,EMBRIAGUEZ O DROGA,Enero,ATROPELLOS,URBANA,AMBATO,0,1,1
TUNGURAHUA,MAL ESTADO DE LA VÍA,Enero,ESTRELLAMIENTOS,URBANA,AMBATO,0,2,2
TUNGURAHUA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,CHOQUES,URBANA,AMBATO,0,0,0
TUNGURAHUA,NO RESP. SEÑALES DE TRÁNSITO,Enero,CHOQUES,URBANA,AMBATO,0,0,0
TUNGURAHUA,EMBRIAGUEZ O DROGA,Enero,CHOQUES,URBANA,AMBATO,0,0,0
TUNGURAHUA,EXCESO VELOCIDAD,Enero,VOLCAMIENTOS,URBANA,AMBATO,0,0,0
TUNGURAHUA,EMBRIAGUEZ O DROGA,Enero,CHOQUES,URBANA,AMBATO,0,0,0
TUNGURAHUA,NO RESP. SEÑALES DE TRÁNSITO,Enero,CHOQUES,URBANA,AMBATO,0,0,0
TUNGURAHUA,NO RESP. SEÑALES DE TRÁNSITO,Enero,CHOQUES,URBANA,AMBATO,0,1,1
TUNGURAHUA,EMBRIAGUEZ O DROGA,Enero,ESTRELLAMIENTOS,URBANA,AMBATO,0,0,0
TUNGURAHUA,EMBRIAGUEZ O DROGA,Enero,VOLCAMIENTOS,URBANA,AMBATO,1,5,6
TUNGURAHUA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,PÉRDIDA DE PISTA,URBANA,AMBATO,0,0,0
TUNGURAHUA,FACTORES CLIMÁTICOS,Enero,VOLCAMIENTOS,RURAL,AMBATO,0,0,0
TUNGURAHUA,EMBRIAGUEZ O DROGA,Enero,CHOQUES,URBANA,AMBATO,0,0,0
TUNGURAHUA,NO RESP. SEÑALES DE TRÁNSITO,Enero,ROZAMIENTOS,URBANA,AMBATO,0,0,0
TUNGURAHUA,EMBRIAGUEZ O DROGA,Enero,ATROPELLOS,RURAL,AMBATO,0,1,1
TUNGURAHUA,IMPRUDENCIA  DEL PEATÓN,Enero,ATROPELLOS,URBANA,AMBATO,0,1,1
TUNGURAHUA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,CHOQUES,URBANA,AMBATO,0,1,1
TUNGURAHUA,MAL REBASA. INVADIR CARRIL,Enero,CHOQUES,URBANA,AMBATO,0,1,1
TUNGURAHUA,NO RESP. SEÑALES DE TRÁNSITO,Enero,CHOQUES,RURAL,AMBATO,0,1,1
TUNGURAHUA,NO RESP. SEÑALES DE TRÁNSITO,Enero,CHOQUES,URBANA,AMBATO,0,1,1
TUNGURAHUA,MAL REBASA. INVADIR CARRIL,Enero,CHOQUES,RURAL,AMBATO,0,0,0
TUNGURAHUA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,OTROS,URBANA,AMBATO,0,0,0
TUNGURAHUA,NO RESP. SEÑALES DE TRÁNSITO,Enero,CHOQUES,URBANA,AMBATO,0,0,0
TUNGURAHUA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,ROZAMIENTOS,URBANA,AMBATO,0,0,0
TUNGURAHUA,MAL ESTADO DE LA VÍA,Enero,CHOQUES,URBANA,AMBATO,0,0,0
TUNGURAHUA,MAL ESTADO DE LA VÍA,Enero,ESTRELLAMIENTOS,URBANA,AMBATO,0,1,1
TUNGURAHUA,NO RESP. SEÑALES DE TRÁNSITO,Enero,CHOQUES,URBANA,AMBATO,0,0,0
TUNGURAHUA,NO RESP. SEÑALES DE TRÁNSITO,Enero,CHOQUES,URBANA,AMBATO,0,0,0
TUNGURAHUA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,ROZAMIENTOS,URBANA,AMBATO,0,0,0
TUNGURAHUA,EXCESO VELOCIDAD,Enero,ROZAMIENTOS,URBANA,AMBATO,0,0,0
TUNGURAHUA,EXCESO VELOCIDAD,Enero,CHOQUES,RURAL,AMBATO,0,0,0
TUNGURAHUA,NO RESP. SEÑALES DE TRÁNSITO,Enero,CHOQUES,URBANA,AMBATO,0,0,0
TUNGURAHUA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,ESTRELLAMIENTOS,URBANA,AMBATO,0,0,0
TUNGURAHUA,EMBRIAGUEZ O DROGA,Enero,OTROS,URBANA,AMBATO,0,1,1
TUNGURAHUA,DAÑOS MECÁNICOS,Enero,CHOQUES,RURAL,AMBATO,0,0,0
TUNGURAHUA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,CHOQUES,URBANA,AMBATO,0,0,0
TUNGURAHUA,EMBRIAGUEZ O DROGA,Enero,VOLCAMIENTOS,URBANA,AMBATO,0,0,0
TUNGURAHUA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,CHOQUES,URBANA,AMBATO,0,1,1
TUNGURAHUA,EMBRIAGUEZ O DROGA,Enero,CHOQUES,URBANA,AMBATO,0,0,0
TUNGURAHUA,EXCESO VELOCIDAD,Enero,CHOQUES,RURAL,AMBATO,0,3,3
TUNGURAHUA,OTRAS CAUSAS,Enero,CAÍDA PASAJEROS,RURAL,AMBATO,0,1,1
TUNGURAHUA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,CHOQUES,URBANA,AMBATO,0,0,0
AZUAY,IMPERIC. E IMPRUD. CONDUCTOR,Enero,CHOQUES,URBANA,CUENCA,0,0,0
AZUAY,IMPERIC. E IMPRUD. CONDUCTOR,Enero,ROZAMIENTOS,URBANA,CUENCA,0,1,1
AZUAY,IMPERIC. E IMPRUD. CONDUCTOR,Enero,PÉRDIDA DE PISTA,URBANA,CUENCA,0,1,1
AZUAY,EMBRIAGUEZ O DROGA,Enero,ATROPELLOS,RURAL,CUENCA,0,1,1
AZUAY,IMPERIC. E IMPRUD. CONDUCTOR,Enero,ROZAMIENTOS,URBANA,CUENCA,0,0,0
AZUAY,IMPERIC. E IMPRUD. CONDUCTOR,Enero,ATROPELLOS,URBANA,CUENCA,0,1,1
AZUAY,OTRAS CAUSAS,Enero,OTROS,URBANA,CUENCA,0,0,0
AZUAY,EMBRIAGUEZ O DROGA,Enero,ESTRELLAMIENTOS,URBANA,CUENCA,0,0,0
AZUAY,EXCESO VELOCIDAD,Enero,ESTRELLAMIENTOS,URBANA,CUENCA,0,0,0
AZUAY,EXCESO VELOCIDAD,Enero,PÉRDIDA DE PISTA,RURAL,CUENCA,0,2,2
AZUAY,IMPERIC. E IMPRUD. CONDUCTOR,Enero,ROZAMIENTOS,URBANA,CUENCA,0,0,0
AZUAY,IMPERIC. E IMPRUD. CONDUCTOR,Enero,ATROPELLOS,RURAL,CUENCA,1,0,1
AZUAY,MAL REBASA. INVADIR CARRIL,Enero,CHOQUES,RURAL,CUENCA,0,0,0
AZUAY,IMPERIC. E IMPRUD. CONDUCTOR,Enero,CHOQUES,URBANA,CUENCA,0,2,2
AZUAY,IMPRUDENCIA  DEL PEATÓN,Enero,ATROPELLOS,URBANA,CUENCA,1,0,1
AZUAY,NO RESP. SEÑALES DE TRÁNSITO,Enero,CHOQUES,URBANA,CUENCA,0,2,2
AZUAY,IMPRUDENCIA  DEL PEATÓN,Enero,ATROPELLOS,URBANA,CUENCA,0,1,1
AZUAY,IMPRUDENCIA  DEL PEATÓN,Enero,ATROPELLOS,URBANA,CUENCA,0,1,1
AZUAY,NO RESP. SEÑALES DE TRÁNSITO,Enero,CHOQUES,URBANA,CUENCA,0,0,0
AZUAY,EXCESO VELOCIDAD,Enero,CHOQUES,URBANA,CUENCA,0,1,1
AZUAY,IMPERIC. E IMPRUD. CONDUCTOR,Enero,OTROS,URBANA,CUENCA,0,0,0
AZUAY,IMPRUDENCIA  DEL PEATÓN,Enero,ATROPELLOS,URBANA,CUENCA,0,1,1
AZUAY,EMBRIAGUEZ O DROGA,Enero,CHOQUES,RURAL,CUENCA,0,0,0
AZUAY,EMBRIAGUEZ O DROGA,Enero,PÉRDIDA DE PISTA,RURAL,CUENCA,0,2,2
AZUAY,NO RESP. SEÑALES DE TRÁNSITO,Enero,CHOQUES,URBANA,CUENCA,0,1,1
AZUAY,EMBRIAGUEZ O DROGA,Enero,ESTRELLAMIENTOS,URBANA,CUENCA,0,1,1
AZUAY,EMBRIAGUEZ O DROGA,Enero,ESTRELLAMIENTOS,URBANA,CUENCA,0,0,0
AZUAY,IMPERIC. E IMPRUD. CONDUCTOR,Enero,OTROS,URBANA,CUENCA,0,0,0
AZUAY,EXCESO VELOCIDAD,Enero,ESTRELLAMIENTOS,URBANA,CUENCA,0,1,1
AZUAY,EMBRIAGUEZ O DROGA,Enero,ROZAMIENTOS,URBANA,CUENCA,0,1,1
AZUAY,MAL REBASA. INVADIR CARRIL,Enero,CHOQUES,RURAL,CUENCA,0,0,0
AZUAY,EMBRIAGUEZ O DROGA,Enero,CHOQUES,URBANA,CUENCA,1,0,1
AZUAY,EXCESO VELOCIDAD,Enero,ESTRELLAMIENTOS,URBANA,CUENCA,0,0,0
AZUAY,MAL ESTADO DE LA VÍA,Enero,ESTRELLAMIENTOS,URBANA,CUENCA,0,0,0
IMBABURA,NO RESP. SEÑALES DE TRÁNSITO,Enero,CHOQUES,URBANA,IBARRA,0,0,0
IMBABURA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,ESTRELLAMIENTOS,URBANA,IBARRA,0,0,0
IMBABURA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,CHOQUES,URBANA,IBARRA,0,0,0
IMBABURA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,CHOQUES,URBANA,IBARRA,0,0,0
IMBABURA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,ROZAMIENTOS,URBANA,IBARRA,0,0,0
IMBABURA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,CHOQUES,URBANA,IBARRA,0,0,0
IMBABURA,MAL REBASA. INVADIR CARRIL,Enero,ESTRELLAMIENTOS,URBANA,IBARRA,0,0,0
IMBABURA,NO RESP. SEÑALES DE TRÁNSITO,Enero,CHOQUES,URBANA,IBARRA,0,0,0
IMBABURA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,CHOQUES,URBANA,IBARRA,0,0,0
IMBABURA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,ROZAMIENTOS,URBANA,IBARRA,0,0,0
IMBABURA,MAL REBASA. INVADIR CARRIL,Enero,CHOQUES,URBANA,IBARRA,0,0,0
IMBABURA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,CHOQUES,URBANA,IBARRA,0,0,0
LOJA,DAÑOS MECÁNICOS,Enero,ESTRELLAMIENTOS,RURAL,LOJA,0,0,0
LOJA,EMBRIAGUEZ O DROGA,Enero,VOLCAMIENTOS,URBANA,LOJA,0,2,2
LOJA,EMBRIAGUEZ O DROGA,Enero,ATROPELLOS,URBANA,LOJA,0,1,1
LOJA,NO RESP. SEÑALES DE TRÁNSITO,Enero,CHOQUES,URBANA,LOJA,0,0,0
LOJA,MAL REBASA. INVADIR CARRIL,Enero,CHOQUES,URBANA,LOJA,0,0,0
LOJA,NO RESP. SEÑALES DE TRÁNSITO,Enero,CHOQUES,URBANA,LOJA,0,0,0
LOJA,EMBRIAGUEZ O DROGA,Enero,CHOQUES,URBANA,LOJA,0,1,1
LOJA,EMBRIAGUEZ O DROGA,Enero,ESTRELLAMIENTOS,URBANA,LOJA,0,0,0
LOJA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,ATROPELLOS,URBANA,LOJA,0,1,1
LOJA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,CHOQUES,URBANA,LOJA,0,0,0
LOJA,EMBRIAGUEZ O DROGA,Enero,CHOQUES,RURAL,LOJA,0,0,0
LOJA,MAL REBASA. INVADIR CARRIL,Enero,CHOQUES,URBANA,LOJA,0,0,0
LOJA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,CHOQUES,URBANA,LOJA,0,0,0
LOJA,EMBRIAGUEZ O DROGA,Enero,CHOQUES,URBANA,LOJA,0,0,0
LOJA,EMBRIAGUEZ O DROGA,Enero,CHOQUES,URBANA,LOJA,0,0,0
LOJA,NO RESP. SEÑALES DE TRÁNSITO,Enero,CHOQUES,RURAL,LOJA,0,0,0
MANABÍ,IMPERIC. E IMPRUD. CONDUCTOR,Enero,ATROPELLOS,URBANA,MANTA,0,2,2
MANABÍ,NO RESP. SEÑALES DE TRÁNSITO,Enero,CHOQUES,URBANA,MANTA,0,2,2
MANABÍ,NO RESP. SEÑALES DE TRÁNSITO,Enero,CHOQUES,URBANA,MANTA,0,1,1
MANABÍ,IMPERIC. E IMPRUD. CONDUCTOR,Enero,CHOQUES,URBANA,MANTA,0,1,1
MANABÍ,OTRAS CAUSAS,Enero,OTROS,URBANA,MANTA,0,1,1
MANABÍ,IMPERIC. E IMPRUD. CONDUCTOR,Enero,CHOQUES,URBANA,MANTA,0,0,0
MANABÍ,NO RESP. SEÑALES DE TRÁNSITO,Enero,CHOQUES,URBANA,MANTA,0,0,0
MANABÍ,NO RESP. SEÑALES DE TRÁNSITO,Enero,ATROPELLOS,URBANA,MANTA,0,2,2
MANABÍ,IMPERIC. E IMPRUD. CONDUCTOR,Enero,CHOQUES,URBANA,MANTA,0,2,2
MANABÍ,EXCESO VELOCIDAD,Enero,ATROPELLOS,URBANA,MANTA,0,1,1
MANABÍ,IMPERIC. E IMPRUD. CONDUCTOR,Enero,CHOQUES,URBANA,MANTA,0,1,1
MANABÍ,MAL REBASA. INVADIR CARRIL,Enero,CHOQUES,URBANA,MANTA,0,1,1
PICHINCHA,IMPRUDENCIA  DEL PEATÓN,Enero,ATROPELLOS,URBANA,DISTRITO METROPOLITANO DE QUITO,0,1,1
PICHINCHA,NO RESP. SEÑALES DE TRÁNSITO,Enero,CHOQUES,RURAL,DISTRITO METROPOLITANO DE QUITO,0,2,2
PICHINCHA,EMBRIAGUEZ O DROGA,Enero,ATROPELLOS,URBANA,DISTRITO METROPOLITANO DE QUITO,0,1,1
PICHINCHA,EXCESO VELOCIDAD,Enero,ATROPELLOS,URBANA,DISTRITO METROPOLITANO DE QUITO,0,6,6
PICHINCHA,MAL REBASA. INVADIR CARRIL,Enero,ESTRELLAMIENTOS,RURAL,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,CHOQUES,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,ESTRELLAMIENTOS,URBANA,DISTRITO METROPOLITANO DE QUITO,0,4,4
PICHINCHA,MAL REBASA. INVADIR CARRIL,Enero,CHOQUES,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,CHOQUES,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,ESTRELLAMIENTOS,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,EXCESO VELOCIDAD,Enero,ESTRELLAMIENTOS,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,ROZAMIENTOS,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,ROZAMIENTOS,RURAL,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,NO RESP. SEÑALES DE TRÁNSITO,Enero,CHOQUES,RURAL,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,NO RESP. SEÑALES DE TRÁNSITO,Enero,CHOQUES,RURAL,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,EXCESO VELOCIDAD,Enero,CHOQUES,RURAL,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,NO RESP. SEÑALES DE TRÁNSITO,Enero,CHOQUES,RURAL,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,EMBRIAGUEZ O DROGA,Enero,ATROPELLOS,URBANA,DISTRITO METROPOLITANO DE QUITO,3,10,13
PICHINCHA,EXCESO VELOCIDAD,Enero,ESTRELLAMIENTOS,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,ESTRELLAMIENTOS,URBANA,DISTRITO METROPOLITANO DE QUITO,0,1,1
PICHINCHA,OTRAS CAUSAS,Enero,ESTRELLAMIENTOS,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,MAL REBASA. INVADIR CARRIL,Enero,ESTRELLAMIENTOS,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,MAL REBASA. INVADIR CARRIL,Enero,PÉRDIDA DE PISTA,RURAL,DISTRITO METROPOLITANO DE QUITO,0,1,1
PICHINCHA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,ATROPELLOS,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,EMBRIAGUEZ O DROGA,Enero,OTROS,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,FACTORES CLIMÁTICOS,Enero,PÉRDIDA DE PISTA,URBANA,DISTRITO METROPOLITANO DE QUITO,0,1,1
PICHINCHA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,CHOQUES,RURAL,DISTRITO METROPOLITANO DE QUITO,0,1,1
PICHINCHA,DAÑOS MECÁNICOS,Enero,ESTRELLAMIENTOS,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,MAL ESTADO DE LA VÍA,Enero,PÉRDIDA DE PISTA,URBANA,DISTRITO METROPOLITANO DE QUITO,0,1,1
PICHINCHA,EMBRIAGUEZ O DROGA,Enero,CHOQUES,RURAL,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,NO RESP. SEÑALES DE TRÁNSITO,Enero,CHOQUES,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,NO RESP. SEÑALES DE TRÁNSITO,Enero,CHOQUES,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,EXCESO VELOCIDAD,Enero,ESTRELLAMIENTOS,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,CHOQUES,RURAL,DISTRITO METROPOLITANO DE QUITO,0,4,4
PICHINCHA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,ROZAMIENTOS,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,EMBRIAGUEZ O DROGA,Enero,ROZAMIENTOS,RURAL,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,EMBRIAGUEZ O DROGA,Enero,OTROS,RURAL,DISTRITO METROPOLITANO DE QUITO,0,1,1
PICHINCHA,EXCESO VELOCIDAD,Enero,VOLCAMIENTOS,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,CHOQUES,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,NO RESP. SEÑALES DE TRÁNSITO,Enero,CHOQUES,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,NO RESP. SEÑALES DE TRÁNSITO,Enero,PÉRDIDA DE PISTA,RURAL,DISTRITO METROPOLITANO DE QUITO,1,0,1
PICHINCHA,NO RESP. SEÑALES DE TRÁNSITO,Enero,CHOQUES,RURAL,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,NO RESP. SEÑALES DE TRÁNSITO,Enero,ROZAMIENTOS,RURAL,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,EXCESO VELOCIDAD,Enero,CHOQUES,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,ATROPELLOS,URBANA,DISTRITO METROPOLITANO DE QUITO,0,1,1
PICHINCHA,EXCESO VELOCIDAD,Enero,CHOQUES,URBANA,DISTRITO METROPOLITANO DE QUITO,0,1,1
PICHINCHA,EXCESO VELOCIDAD,Enero,ATROPELLOS,URBANA,DISTRITO METROPOLITANO DE QUITO,0,1,1
PICHINCHA,MAL REBASA. INVADIR CARRIL,Enero,CHOQUES,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,IMPRUDENCIA  DEL PEATÓN,Enero,ATROPELLOS,URBANA,DISTRITO METROPOLITANO DE QUITO,0,1,1
PICHINCHA,MAL REBASA. INVADIR CARRIL,Enero,CHOQUES,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,ROZAMIENTOS,RURAL,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,MAL REBASA. INVADIR CARRIL,Enero,PÉRDIDA DE PISTA,URBANA,DISTRITO METROPOLITANO DE QUITO,0,1,1
PICHINCHA,OTRAS CAUSAS,Enero,ESTRELLAMIENTOS,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,PÉRDIDA DE PISTA,URBANA,DISTRITO METROPOLITANO DE QUITO,0,1,1
PICHINCHA,MAL REBASA. INVADIR CARRIL,Enero,ESTRELLAMIENTOS,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,FACTORES CLIMÁTICOS,Enero,CHOQUES,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,CHOQUES,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,ATROPELLOS,URBANA,DISTRITO METROPOLITANO DE QUITO,0,1,1
PICHINCHA,IMPRUDENCIA  DEL PEATÓN,Enero,ATROPELLOS,URBANA,DISTRITO METROPOLITANO DE QUITO,0,1,1
PICHINCHA,NO RESP. SEÑALES DE TRÁNSITO,Enero,ATROPELLOS,URBANA,DISTRITO METROPOLITANO DE QUITO,0,1,1
PICHINCHA,EMBRIAGUEZ O DROGA,Enero,ESTRELLAMIENTOS,RURAL,DISTRITO METROPOLITANO DE QUITO,0,6,6
PICHINCHA,EXCESO VELOCIDAD,Enero,CHOQUES,RURAL,DISTRITO METROPOLITANO DE QUITO,0,2,2
PICHINCHA,OTRAS CAUSAS,Enero,PÉRDIDA DE PISTA,RURAL,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,DAÑOS MECÁNICOS,Enero,PÉRDIDA DE PISTA,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,EXCESO VELOCIDAD,Enero,CHOQUES,URBANA,DISTRITO METROPOLITANO DE QUITO,0,1,1
PICHINCHA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,ATROPELLOS,URBANA,DISTRITO METROPOLITANO DE QUITO,0,1,1
PICHINCHA,NO RESP. SEÑALES DE TRÁNSITO,Enero,CHOQUES,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,NO RESP. SEÑALES DE TRÁNSITO,Enero,CHOQUES,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,ROZAMIENTOS,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,CHOQUES,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,MAL REBASA. INVADIR CARRIL,Enero,PÉRDIDA DE PISTA,URBANA,DISTRITO METROPOLITANO DE QUITO,0,1,1
PICHINCHA,NO RESP. SEÑALES DE TRÁNSITO,Enero,CHOQUES,RURAL,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,EXCESO VELOCIDAD,Enero,CHOQUES,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,OTRAS CAUSAS,Enero,VOLCAMIENTOS,RURAL,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,ROZAMIENTOS,RURAL,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,EMBRIAGUEZ O DROGA,Enero,PÉRDIDA DE PISTA,RURAL,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,OTRAS CAUSAS,Enero,OTROS,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,MAL REBASA. INVADIR CARRIL,Enero,ROZAMIENTOS,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,MAL REBASA. INVADIR CARRIL,Enero,ROZAMIENTOS,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,CHOQUES,RURAL,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,EMBRIAGUEZ O DROGA,Enero,ATROPELLOS,RURAL,DISTRITO METROPOLITANO DE QUITO,0,1,1
PICHINCHA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,ATROPELLOS,RURAL,DISTRITO METROPOLITANO DE QUITO,0,1,1
PICHINCHA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,CHOQUES,RURAL,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,EXCESO VELOCIDAD,Enero,ESTRELLAMIENTOS,URBANA,DISTRITO METROPOLITANO DE QUITO,0,2,2
PICHINCHA,OTRAS CAUSAS,Enero,OTROS,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,NO RESP. SEÑALES DE TRÁNSITO,Enero,ESTRELLAMIENTOS,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,EXCESO VELOCIDAD,Enero,CHOQUES,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,NO RESP. SEÑALES DE TRÁNSITO,Enero,CHOQUES,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,FACTORES CLIMÁTICOS,Enero,ESTRELLAMIENTOS,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,MAL ESTADO DE LA VÍA,Enero,ESTRELLAMIENTOS,RURAL,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,DAÑOS MECÁNICOS,Enero,ESTRELLAMIENTOS,RURAL,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,EXCESO VELOCIDAD,Enero,CHOQUES,RURAL,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,IMPERIC. E IMPRUD. CONDUCTOR,Enero,CHOQUES,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,NO RESP. SEÑALES DE TRÁNSITO,Enero,PÉRDIDA DE PISTA,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
PICHINCHA,NO RESP. SEÑALES DE TRÁNSITO,Enero,CHOQUES,URBANA,DISTRITO METROPOLITANO DE QUITO,0,0,0
